time,Open,High,Low,Close,Volume,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,ADX,ATR,BB_upper,BB_middle,BB_lower,OBV,VWAP
2025-05-24 14:15:00,108725.04,108991.5,108725.04,108833.43,46.71723,108694.558,108742.107,108890.4344,108729.94396259128,108774.2457259482,53.57786453898465,8.09706189819076,20.099245292285477,132.5301784473366,108898.59172143973,108742.107,108585.62227856027,1442.207640000001,108759.42372523031
2025-05-24 14:20:00,108833.44,108874.53,108725.04,108734.92,23.02273,108690.228,108737.7675,108901.96479999999,108730.709506808,108771.3327092113,47.75789885322986,9.420498281445731,19.84600717623034,133.7415942725272,108889.9356506593,108737.7675,108585.5993493407,1419.184910000001,108754.08974709436
2025-05-24 14:25:00,108734.93,108741.34,108681.81,108700.01,28.64772,108688.746,108734.31850000001,108910.66540000001,108725.98650576061,108766.04954556603,45.85684924915817,7.984528703467667,19.21361278127742,128.44076611020375,108886.62647921014,108734.31850000001,108582.01052078987,1390.5371900000011,108752.35170826041
2025-05-24 14:30:00,108700.01,108859.93,108669.44,108859.93,55.38411,108706.254,108735.93500000001,108922.972,108746.59319718204,108773.00365330187,54.74399096829766,17.309689911243865,19.411866816412047,132.87285424518853,108892.78725653485,108735.93500000001,108579.08274346517,1445.921300000001,108750.56373534711
2025-05-24 14:35:00,108859.93,108902.92,108859.92,108890.47,15.44594,108731.37700000001,108741.62700000001,108932.9016,108768.72808992327,108781.70486416841,56.22182995507984,24.594697428751928,19.852354165302437,126.4533646562465,108911.68002574219,108741.62700000001,108571.57397425783,1461.3672400000012,108745.9859559424
2025-05-24 14:40:00,108890.47,108962.53,108831.14,108831.15,29.42297,108752.43999999999,108742.601,108938.1364,108778.33146070431,108785.3674668226,52.62701610119118,24.42837244448109,20.603143004473726,126.80598146651458,108914.4611349821,108742.601,108570.74086501788,1431.944270000001,108740.60552548342
2025-05-24 14:45:00,108831.15,108965.43,108831.15,108958.25,53.08773,108789.236,108755.19000000002,108943.101,108806.01123598056,108798.17358039129,58.71767978600463,31.441627321635163,21.317002314413696,127.33983993319202,108949.9765054876,108755.19000000002,108560.40349451243,1485.032000000001,108752.90263488557
2025-05-24 14:50:00,108958.25,108996.47,108889.29,108943.3,36.31819,108820.06099999999,108766.755,108942.7718,108827.13258429125,108808.92368554749,57.776728476564195,33.450296380895765,22.16455607675902,125.899851366536,108976.7806770494,108766.755,108556.7293229506,1448.713810000001,108764.63492342974
2025-05-24 14:55:00,108943.31,109036.81,108900.01,108959.09,55.21747,108843.55899999998,108773.9885,108937.80299999999,108847.43372516951,108820.04711624768,58.53257044224876,34.102405247176904,23.18808954725019,126.67843341178364,108999.4783022773,108773.9885,108548.49869772271,1503.9312800000012,108781.48045748661
2025-05-24 15:00:00,108959.1,108971.45,108868.33,108868.34,19.74379,108857.889,108778.60949999999,108931.0504,108850.65007514344,108823.624366896,52.69420633952162,26.993203658226616,23.746325349336594,124.99568816808448,109007.82540551061,108778.60949999999,108549.39359448937,1484.1874900000012,108784.56067511023
2025-05-24 15:05:00,108868.34,109212.76,108868.33,109085.8,43.50381,108883.126,108788.84199999999,108930.86659999998,108886.82698665984,108843.04478416295,62.37813060096932,34.999758326141325,25.48744162951432,140.6695675846494,109051.31372217982,108788.84199999999,108526.37027782016,1527.691300000001,108796.40183126518
2025-05-24 15:10:00,109085.8,109212.67,109076.0,109154.77,23.30927,108925.11099999999,108807.66949999999,108930.054,108928.04898871217,108866.13554089161,64.83675148717407,42.5048029198415,27.104192461107917,140.38388418574576,109114.64116119861,108807.66949999999,108500.69783880137,1551.000570000001,108806.2335611227
2025-05-24 15:15:00,109154.78,109154.78,109094.45,109117.37,17.73798,108966.847,108827.79650000001,108927.201,108957.17529814105,108884.74550082556,62.45331940466934,42.41692193182317,28.605461090444834,134.66574960104975,109159.56488555089,108827.79650000001,108496.02811444913,1533.262590000001,108827.90304962332
2025-05-24 15:20:00,109117.37,109135.73,108994.49,109008.69,45.23498,108981.723,108843.9885,108921.2276,108965.10063688859,108893.9265748385,56.009997914456,32.92894933314121,28.79588413347043,135.13533891525984,109177.87364416044,108843.9885,108510.10335583957,1488.027610000001,108844.94495672607
2025-05-24 15:25:00,109008.69,109042.39,108929.2,108953.04,25.9973,108987.98000000001,108859.6785,108915.0884,108963.24515429034,108898.30534707267,52.994984382298064,21.355755600574426,28.277984634308343,133.56781470702717,109182.92552840247,108859.6785,108536.43147159752,1462.030310000001,108859.54034704177
2025-05-24 15:30:00,108953.05,109038.35,108909.09,108933.98,31.79296,108998.26299999999,108875.35149999999,108908.655,108958.74282286105,108900.94791395617,51.96326275919007,11.368685830225886,27.588828358954753,133.2601136565259,109180.5905122691,108875.35149999999,108570.11248773088,1430.237350000001,108874.41702753292
2025-05-24 15:35:00,108933.99,108992.07,108899.21,108952.4,36.99352,108997.678,108893.45699999998,108900.9628,108957.76700395935,108904.75917958905,52.91724662407205,5.265281036520612,26.842705402687816,130.37439125248838,109170.57592862814,108893.45699999998,108616.33807137182,1467.230870000001,108901.24313703582
2025-05-24 15:40:00,108952.39,108952.4,108850.0,108890.74,40.17002,108992.42199999999,108906.2415,108890.74799999999,108947.45515719637,108903.7207218417,49.38188556127907,-3.2064863832937505,25.622839038222317,128.3762204487388,109156.81637450065,108906.2415,108655.66662549936,1427.060850000001,108913.81982629978
2025-05-24 15:45:00,108890.74,108936.55,108819.12,108828.29,49.52045,108979.34199999999,108911.45049999999,108879.4702,108929.12205608924,108898.13326096453,46.027827200306255,-12.761701290601124,24.170001017453426,127.5943475595437,109150.74141837972,108911.45049999999,108672.15958162026,1377.540400000001,108918.61759458196
2025-05-24 15:50:00,108828.3,108855.68,108826.9,108855.25,17.27621,108978.03300000001,108917.96099999998,108873.07459999999,108917.7571243832,108894.9567231153,47.679953321451805,-16.760076117925877,22.820937141025173,120.53617987671907,109143.28858711707,108917.96099999998,108692.63341288289,1394.816610000001,108921.07080678319
2025-05-24 15:55:00,108855.26,108929.89,108855.25,108929.7,30.83934,108962.423,108922.77449999998,108865.66880000001,108919.5944898627,108897.53029918084,52.04544033554389,-13.997029363170697,22.259441706272458,117.25788131409624,109144.76167354613,108922.77449999998,108700.78732645384,1425.655950000001,108925.23108374016
2025-05-24 16:00:00,108929.71,108976.97,108800.0,108842.46,26.46499,108931.192,108928.1515,108857.81480000001,108907.72764526843,108893.45101776005,47.08745297198316,-17.42767402931952,21.116341882869786,121.52303264880372,109136.46587264627,108928.1515,108719.83712735375,1399.190960000001,108928.17401522388
2025-05-24 16:05:00,108842.46,108853.21,108769.46,108798.62,35.57085,108899.317,108933.08200000001,108849.616,108890.94185368867,108886.42649792596,44.77892084297434,-21.751156619999257,19.72757285807824,118.82495888817489,109123.45955021011,108933.08200000001,108742.7044497899,1363.620110000001,108931.08923693624
2025-05-24 16:10:00,108798.62,108798.62,108700.0,108740.0,19.91671,108872.448,108927.0855,108839.65380000001,108867.72003004425,108875.58009067219,41.826093970098455,-27.301258408512588,18.892769531359214,117.38174753901922,109133.20601886944,108927.0855,108720.96498113056,1343.703400000001,108936.86608827487
2025-05-24 16:15:00,108740.0,108850.0,108682.36,108814.21,24.56583,108858.56499999999,108923.27249999999,108831.9884,108859.48771772976,108871.0341580298,46.62460770706415,-24.79011046449078,17.571797368327818,120.97162271480352,109134.71409750391,108923.27249999999,108711.83090249608,1368.269230000001,108932.35424987247
2025-05-24 16:20:00,108814.21,108875.9,108801.98,108870.64,9.70369,108852.231,108925.247,108830.89899999999,108861.20345346365,108871.00496113871,50.00186846798648,-18.436142271610958,16.55331515825709,117.61079252088885,109133.9302038378,108925.247,108716.56379616221,1377.972920000001,108933.73126162736
2025-05-24 16:25:00,108870.65,108870.65,108714.74,108773.55,21.70077,108834.34599999999,108916.01200000002,108831.82220000001,108847.71830677694,108863.78607512843,44.754848254072776,-19.761922358436923,16.006998604564732,120.34645019796743,109134.16812534152,108916.01200000002,108697.85587465852,1356.2721500000011,108929.84192504943
2025-05-24 16:30:00,108773.55,108806.45,108700.0,108806.45,20.89759,108825.91699999999,108909.1695,108830.14779999999,108841.36933650356,108859.53895845225,46.792389187824,-17.491020764506473,15.63677069899253,119.35384661239812,109132.00723284393,108909.1695,108686.33176715608,1377.1697400000012,108923.46992830434
2025-05-24 16:35:00,108806.45,108831.22,108764.25,108796.52,12.42725,108822.73999999999,108901.04100000001,108829.45240000001,108834.46943857994,108854.87088745578,46.23808262292986,-15.778278153324447,15.002295945757494,115.6121432829412,109127.82710150542,108901.04100000001,108674.2548984946,1364.7424900000012,108916.46281541363
